4,2,0,6,6,3,0,0,0,7,1,5,0,9,7,11,10,10,9,8,11,-1,-1,-1,8,-9,-2,-2,-2,-9,
4,2,0,6,6,3,0,0,0,7,1,5,0,9,7,11,-1,-1,9,8,11,10,10,-1,8,-9,-2,-2,-2,-9,
4,2,0,6,6,3,0,0,0,7,1,-1,0,9,7,11,5,-1,9,8,11,10,10,-1,8,-9,-2,-2,-2,-9,
4,2,0,6,6,3,0,0,0,7,-1,1,0,9,7,11,5,-1,9,8,11,10,10,-1,8,-9,-2,-2,-2,-9,
4,2,0,6,6,-1,0,0,0,7,3,1,0,9,7,11,5,-1,9,8,11,10,10,-1,8,-9,-2,-2,-2,-9,
-1,2,0,6,6,4,0,0,0,7,3,1,0,9,7,11,5,-1,9,8,11,10,10,-1,8,-9,-2,-2,-2,-9,
2,-1,0,6,6,4,0,0,0,7,3,1,0,9,7,11,5,-1,9,8,11,10,10,-1,8,-9,-2,-2,-2,-9,
2,-1,0,6,6,4,0,0,0,7,3,1,0,9,7,11,-1,5,9,8,11,10,10,-1,8,-9,-2,-2,-2,-9,
2,-1,0,6,6,4,0,0,0,7,3,-1,0,9,7,11,1,5,9,8,11,10,10,-1,8,-9,-2,-2,-2,-9,
2,-1,0,6,6,4,0,0,0,7,-1,3,0,9,7,11,1,5,9,8,11,10,10,-1,8,-9,-2,-2,-2,-9,
2,-1,0,6,6,-1,0,0,0,7,4,3,0,9,7,11,1,5,9,8,11,10,10,-1,8,-9,-2,-2,-2,-9,
2,-1,0,6,6,-1,0,0,0,7,4,3,0,9,7,11,1,5,9,8,11,-1,10,10,8,-9,-2,-2,-2,-9,
2,-1,0,6,6,-1,0,0,0,7,4,3,0,9,7,11,-1,5,9,8,11,1,10,10,8,-9,-2,-2,-2,-9,
2,-1,0,6,6,-1,0,0,0,7,4,-1,0,9,7,11,3,5,9,8,11,1,10,10,8,-9,-2,-2,-2,-9,
2,-1,0,6,6,-1,0,0,0,7,-1,4,0,9,7,11,3,5,9,8,11,1,10,10,8,-9,-2,-2,-2,-9,
2,-1,0,6,6,-1,0,0,0,7,11,4,0,9,7,11,3,5,9,8,-1,1,10,10,8,-9,-2,-2,-2,-9,
2,-1,0,6,6,-1,0,0,0,7,11,4,0,9,7,11,3,5,9,8,1,-1,10,10,8,-9,-2,-2,-2,-9,
2,-1,0,6,6,-1,0,0,0,7,11,4,0,9,7,11,-1,5,9,8,1,3,10,10,8,-9,-2,-2,-2,-9,
2,-1,0,6,6,-1,0,0,0,7,11,-1,0,9,7,11,4,5,9,8,1,3,10,10,8,-9,-2,-2,-2,-9,
